,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed(mph),windspeed(ms),cnt
0,1,No,January,No,Saturday,No,2,14.110847,18.18125,80.5833,10.749882000000001,4.80549038891,985
1,1,No,January,No,Sunday,No,2,14.902598000000001,17.68695,69.6087,16.652113,7.443948591860001,801
2,1,No,January,No,Monday,Yes,1,8.050924,9.47025,43.7273,16.636703,7.43705990165,1349
3,1,No,January,No,Tuesday,Yes,1,8.2,10.6061,59.0435,10.739832,4.80099776486,1562
4,1,No,January,No,Wednesday,Yes,1,9.305237,11.4635,43.6957,12.5223,5.5978095663800005,1600
5,1,No,January,No,Thursday,Yes,1,8.378267999999998,11.66045,51.8261,6.0008684,2.6825518104599997,1606
6,1,No,January,No,Friday,Yes,2,8.057402,10.44195,49.8696,11.304642,5.05348323648,1510
7,1,No,January,No,Saturday,No,2,6.765,8.1127,53.5833,17.875868,7.991000447030001,959
8,1,No,January,No,Sunday,No,1,5.671653,5.80875,43.4167,24.25065,10.840701832799999,822
9,1,No,January,No,Monday,Yes,1,6.184153,7.5444,48.2917,14.958889000000001,6.6870312919099995,1321
10,1,No,January,No,Tuesday,Yes,2,6.9327309999999995,9.5732,68.6364,8.182844000000001,3.6579544032199998,1263
11,1,No,January,No,Wednesday,Yes,1,7.081807,8.02365,59.9545,20.410009,9.123830576669999,1162
12,1,No,January,No,Thursday,Yes,1,6.765,7.54415,47.0417,20.167,9.015198927130001,1406
13,1,No,January,No,Friday,Yes,1,6.59567,9.42065,53.7826,8.478716,3.79021725525,1421
14,1,No,January,No,Saturday,No,2,9.566653,12.4056,49.875,10.583521000000001,4.73112248547,1248
15,1,No,January,No,Sunday,No,1,9.498347,11.71085,48.375,12.625011,5.64372418418,1204
16,1,No,January,Yes,Monday,No,2,7.209153,8.83855,53.75,12.999139,5.81096960215,1000
17,1,No,January,No,Tuesday,Yes,2,8.883347,11.61665,86.1667,9.833925,4.39603263299,683
18,1,No,January,No,Wednesday,Yes,2,11.979134,14.9211,74.1739,13.957239000000001,6.2392664282500006,1650
19,1,No,January,No,Thursday,Yes,2,10.728347,12.7525,53.8333,13.125568,5.8674868127,1927
20,1,No,January,No,Friday,Yes,1,7.2775,7.89165,45.7083,23.667214,10.5798900313,1543
21,1,No,January,No,Saturday,No,1,2.4243464,3.9534800000000003,40.0,11.521989999999999,5.15064371927,981
22,1,No,January,No,Sunday,No,1,3.9573897000000002,4.941955,43.6522,16.5222,7.3858739383100005,986
23,1,No,January,No,Monday,Yes,1,3.9930432999999996,5.8965,49.1739,10.60811,4.74211443898,1416
24,1,No,January,No,Tuesday,Yes,2,9.162598,11.7263,61.6957,8.696332,3.8874975413499997,1985
25,1,No,January,No,Wednesday,Yes,3,8.9175,10.18,86.25,19.68795,8.80105051408,506
26,1,No,January,No,Thursday,Yes,1,7.995,10.985,68.75,7.627078999999999,3.4095122932499997,431
27,1,No,January,No,Friday,Yes,2,8.342597999999999,11.16585,79.3043,8.2611,3.6929369691600002,1167
28,1,No,January,No,Saturday,No,1,8.057402,10.6063,65.1739,9.739455,4.35380196692,1098
29,1,No,January,No,Sunday,No,1,8.877402,12.5161,72.2174,4.9568342,2.21584005364,1096
30,1,No,January,No,Monday,Yes,2,7.414153,9.3125,60.375,12.541864,5.60655520787,1501
31,1,No,Febuary,No,Tuesday,Yes,2,7.879134,11.7265,82.9565,3.565271,1.5937733571700001,1360
32,1,No,Febuary,No,Wednesday,Yes,2,10.66,12.72085,77.5417,17.708636,7.91624318283,1526
33,1,No,Febuary,No,Thursday,Yes,1,7.665236999999999,8.8939,43.7826,18.609384,8.31890210103,1550
34,1,No,Febuary,No,Friday,Yes,2,8.663464,11.42935,58.5217,8.565213,3.8288837729100003,1708
35,1,No,Febuary,No,Saturday,No,2,9.566653,12.1529,92.9167,10.792292999999999,4.82444926241,1005
36,1,No,Febuary,No,Sunday,No,1,11.719153,14.58355,56.8333,9.5006,4.24702726866,1623
37,1,No,Febuary,No,Monday,Yes,1,11.138347,15.1829,73.8333,3.0423561,1.36001613768,1712
38,1,No,Febuary,No,Tuesday,Yes,1,9.054153,9.9123,53.7917,24.25065,10.840701832799999,1530
39,1,No,Febuary,No,Wednesday,Yes,2,5.526103,7.21415,49.4783,12.652213,5.65588421994,1605
40,1,No,Febuary,No,Thursday,Yes,1,5.918268,7.4774,43.7391,14.869645000000002,6.64713679034,1538
41,1,No,Febuary,No,Friday,Yes,1,7.752731,10.67545,50.6364,7.27285,3.2511622708999997,1746
42,1,No,Febuary,No,Saturday,No,1,9.1225,11.6477,54.4167,13.625589000000002,6.0910098346,1472
43,1,No,Febuary,No,Sunday,No,1,12.977402,16.20565,45.7391,17.479160999999998,7.813661600360001,1589
44,1,No,Febuary,No,Monday,Yes,1,17.015,19.9175,37.5833,27.999836,12.5166902101,1913
45,1,No,Febuary,No,Tuesday,Yes,1,10.909567,12.7137,31.4348,19.522057999999998,8.72689226643,1815
46,1,No,Febuary,No,Wednesday,Yes,1,13.048701,15.81,42.3478,16.869997,7.54134868127,2115
47,1,No,Febuary,No,Thursday,Yes,1,17.869153,21.4329,50.5,15.416967999999999,6.891805096110001,2475
48,1,No,Febuary,No,Friday,Yes,1,21.388347,25.59915,51.6667,17.749975,7.9347228430899985,2927
49,1,No,Febuary,No,Saturday,No,1,16.365847,19.5702,18.7917,34.000021000000004,15.1989365221,1635
50,1,No,Febuary,No,Sunday,No,1,11.693897,13.8665,40.7826,14.956745000000002,6.68607286544,1812
51,1,No,Febuary,Yes,Monday,No,2,12.436653,14.20375,60.5,20.625682,9.22024228878,1107
52,1,No,Febuary,No,Tuesday,Yes,1,7.471102,9.30165,57.7778,13.110760999999998,5.86086767993,1450
53,1,No,Febuary,No,Wednesday,Yes,1,9.091299000000001,12.28585,42.3043,6.305571,2.81876218149,1917
54,1,No,Febuary,No,Thursday,Yes,2,12.121732000000002,14.45955,69.7391,16.783232,7.5025623603,1807
55,1,No,Febuary,No,Friday,Yes,2,14.938267999999999,17.52305,71.2174,23.218113,10.3791296379,1461
56,1,No,Febuary,No,Saturday,No,1,11.5825,14.1096,53.7917,12.500257000000001,5.587955744299999,1969
57,1,No,Febuary,No,Sunday,No,1,14.082598,17.55545,68.0,8.391616,3.75128118015,2402
58,1,No,Febuary,No,Monday,Yes,2,16.698193,20.0059,87.6364,19.408962,8.67633527045,1446
59,1,No,March,No,Tuesday,Yes,1,10.933347,13.19395,53.5,14.500475,6.48210773357,1851
60,1,No,March,No,Wednesday,Yes,1,13.735,16.00355,44.9583,20.624810999999998,9.219852928029999,2134
61,1,No,March,No,Thursday,Yes,1,8.131653,10.00665,31.8333,15.125518,6.76151899866,1685
62,1,No,March,No,Friday,Yes,2,10.728347,12.78395,61.0417,13.624182000000001,6.09038086723,1944
63,1,No,March,No,Saturday,No,2,15.750847,18.93895,78.9167,16.875357,7.54374474743,2077
64,1,No,March,No,Sunday,No,2,15.437401999999999,18.3126,94.8261,23.000229,10.2817295485,605
65,1,No,March,No,Monday,Yes,1,10.731299,11.92305,55.1304,22.870584,10.2237746983,1872
66,1,No,March,No,Tuesday,Yes,1,11.9925,15.12,42.0833,8.08355,3.6135672776,2133
67,1,No,March,No,Wednesday,Yes,2,12.129153,14.3304,77.5417,14.75005,6.59367456415,1891
68,1,No,March,No,Thursday,Yes,3,15.952731,19.2834,0.0,17.545759,7.8434327224,623
69,1,No,March,No,Friday,Yes,2,12.977402,15.25,64.9565,15.608989999999999,6.977644166289999,1977
70,1,No,March,No,Saturday,No,1,13.495847,16.2875,59.4583,14.791925,6.61239383102,2132
71,1,No,March,No,Sunday,No,1,15.758268,19.00455,52.7391,18.130468,8.10481358963,2417
72,1,No,March,No,Monday,Yes,1,13.333897,16.6,49.6957,9.174042,4.1010469378600005,2046
73,1,No,March,No,Tuesday,Yes,2,13.013031,15.9089,65.5652,12.348703,5.520206973630001,2056
74,1,No,March,No,Wednesday,Yes,2,14.973897000000001,18.3465,77.6522,13.608839000000001,6.083522127849999,2192
75,1,No,March,No,Thursday,Yes,1,17.015,20.51665,60.2917,14.041792999999998,6.277064371930001,2744
76,1,No,March,No,Friday,Yes,1,22.14,26.35045,52.5217,15.478139,6.919150201160001,3239
77,1,No,March,No,Saturday,No,1,19.3725,23.32625,37.9167,24.667189,11.0269061243,3117
78,1,No,March,No,Sunday,No,1,13.6325,16.2875,47.375,13.917307000000001,6.22141573536,2471
79,2,No,March,No,Monday,Yes,2,17.647835,20.48675,73.7391,19.348461,8.64928967367,2077
80,2,No,March,No,Tuesday,Yes,1,18.108347,22.0321,62.4583,15.12525,6.761399195349999,2703
81,2,No,March,No,Wednesday,Yes,2,14.225237,16.89695,83.9565,15.695487,7.01631068395,2121
82,2,No,March,No,Thursday,Yes,2,11.685,13.54165,80.5833,16.333729,7.301622261960001,1865
83,2,No,March,No,Friday,Yes,1,10.830847,12.8156,49.5,15.458575,6.910404559680001,2210
84,2,No,March,No,Saturday,No,1,10.899153,12.87855,39.4167,14.041257,6.27682476531,2496
85,2,No,March,No,Sunday,No,2,10.374763,12.51695,49.3913,12.3481,5.51993741618,1693
86,2,No,March,No,Monday,Yes,1,10.838268,12.8787,30.2174,14.217668,6.3556852928,2028
87,2,No,March,No,Tuesday,Yes,1,12.4025,14.6454,31.4167,15.208732000000001,6.79871792579,2425
88,2,No,March,No,Wednesday,Yes,2,12.3,14.8675,64.6667,11.583496,5.1781385784500005,1536
89,2,No,March,No,Thursday,Yes,3,11.001653,12.87875,91.8333,14.582282000000001,6.51867769334,1685
90,2,No,April,No,Friday,Yes,2,12.3,14.1727,68.625,17.333436,7.74851855163,2227
91,2,No,April,No,Saturday,No,2,12.915,15.78185,65.375,13.208782000000001,5.904685739830001,2252
92,2,No,April,No,Sunday,No,1,15.511652999999999,18.93835,48.0,12.208271,5.45743004023,3249
93,2,No,April,No,Monday,Yes,1,23.506653,27.14645,42.625,25.833257,11.5481703174,3115
94,2,No,April,No,Tuesday,Yes,2,16.980847,19.9175,64.2083,26.000489,11.6229275816,1795
95,2,No,April,No,Wednesday,Yes,1,16.024153,19.3804,47.0833,17.625221,7.87895440322,2808
96,2,No,April,No,Thursday,Yes,1,17.9375,21.6848,60.2917,10.874903999999999,4.8613786321,3141
97,2,No,April,No,Friday,Yes,2,13.769153,16.22395,83.625,15.208464000000001,6.7985981224900005,1471
98,2,No,April,No,Saturday,No,2,14.0425,17.07645,87.75,8.916561,3.9859459097000003,2455
99,2,No,April,No,Sunday,No,2,17.493347,21.33685,85.75,9.833389,4.39579302637,2895
100,2,No,April,No,Monday,Yes,2,24.421732000000002,28.26085,71.6956,21.739758,9.71826464014,3348
101,2,No,April,No,Tuesday,Yes,2,20.6025,24.6527,73.9167,18.416892999999998,8.232853375060001,2034
102,2,No,April,No,Wednesday,Yes,2,16.9125,20.86415,81.9167,16.791339,7.50618641037,2162
103,2,No,April,No,Thursday,Yes,1,19.1675,23.1371,54.0417,7.4169,3.3155565489499996,3267
104,2,No,April,Yes,Friday,No,1,18.313347,22.09565,67.125,15.167125,6.780118462230001,3126
105,2,No,April,No,Saturday,No,3,17.664153,21.2746,88.8333,22.834135999999997,10.207481448400001,795
106,2,No,April,No,Sunday,No,1,18.723347,22.2848,47.9583,20.334232,9.08995619133,3744
107,2,No,April,No,Monday,Yes,1,21.0125,25.1573,54.25,10.958989,4.89896691998,3429
108,2,No,April,No,Tuesday,Yes,2,20.739152999999998,24.4629,66.5833,10.584057000000001,4.7313620920899995,3204
109,2,No,April,No,Wednesday,Yes,1,24.395,28.2196,61.4167,16.208975,7.245853822080001,3944
110,2,No,April,No,Thursday,Yes,1,18.825847,22.6946,40.7083,21.792285999999997,9.74174608851,4189
111,2,No,April,No,Friday,Yes,2,13.803347,16.0977,72.9583,14.707907,6.574835493969999,1683
112,2,No,April,No,Saturday,No,2,18.86,22.50605,88.7917,15.458575,6.910404559680001,4036
113,2,No,April,No,Sunday,No,2,23.848347,27.58815,81.0833,12.875725,5.75580017881,4191
114,2,No,April,No,Monday,Yes,1,24.873347,28.725,77.6667,12.417311,5.5508766204699995,4073
115,2,No,April,No,Tuesday,Yes,1,25.898347,29.70415,72.9167,21.8755,9.77894501565,4400
116,2,No,April,No,Wednesday,Yes,2,25.42,28.7571,83.5417,20.9174,9.35064818954,3872
117,2,No,April,No,Thursday,Yes,2,25.3175,28.94645,70.0833,21.500836,9.61145999106,4058
118,2,No,April,No,Friday,Yes,1,20.91,24.87315,45.7083,16.084221,7.19008538221,4595
119,2,No,April,No,Saturday,No,1,19.3725,23.20105,50.3333,15.750025,7.040690657130001,5312
120,2,No,MAy,No,Sunday,No,2,18.518347,22.4102,76.2083,7.125717999999999,3.18539025481,3351
121,2,No,MAy,No,Monday,Yes,2,22.515847,26.64165,73.0,12.291418,5.4945990165400005,4401
122,2,No,MAy,No,Tuesday,Yes,2,25.283347,29.10395,69.7083,22.958689,10.2631600358,4451
123,2,No,MAy,No,Wednesday,Yes,2,16.980847,20.2325,73.7083,22.042732,9.85370227984,2633
124,2,No,MAy,No,Thursday,Yes,1,18.825847,22.09585,44.4167,19.791264,8.847234689319999,4433
125,2,No,MAy,No,Friday,Yes,1,19.645847,23.70585,59.0,15.292482000000001,6.83615645954,4608
126,2,No,MAy,No,Saturday,No,1,21.32,25.63105,54.125,10.75015,4.80561019222,4714
127,2,No,MAy,No,Sunday,No,1,21.661653,25.94665,63.1667,5.0007125,2.23545485025,4333
128,2,No,MAy,No,Monday,Yes,1,21.8325,26.2623,58.875,11.792,5.27134555208,4362
129,2,No,MAy,No,Tuesday,Yes,1,21.8325,26.13605,48.9167,7.749957000000001,3.46444210997,4803
130,2,No,MAy,No,Wednesday,Yes,1,22.2425,26.42,63.2917,8.083014,3.6133276709900004,4182
131,2,No,MAy,No,Thursday,Yes,1,21.935,26.16815,74.75,12.707689,5.68068350469,4864
132,2,No,MAy,No,Friday,Yes,2,21.0125,24.715,86.3333,12.041575,5.382912382660001,4105
133,2,No,MAy,No,Saturday,No,2,21.354153,25.03145,92.25,9.04165,4.04186410371,3409
134,2,No,MAy,No,Sunday,No,2,23.0625,26.8,86.7083,10.249592999999999,4.5818475637,4553
135,2,No,MAy,No,Monday,Yes,1,23.6775,27.5256,78.7917,8.500357000000001,3.79989137237,3958
136,2,No,MAy,No,Tuesday,Yes,2,23.028347,26.92645,83.7917,18.582718,8.306981671880001,4123
137,2,No,MAy,No,Wednesday,Yes,2,22.55,26.3579,87.0,13.499964000000002,6.034852033969999,3855
138,2,No,MAy,No,Thursday,Yes,2,21.764153,25.5371,82.9583,7.250271000000001,3.2410688422000002,4575
139,2,No,MAy,No,Friday,Yes,1,22.003347,26.4521,71.9583,8.375871,3.74424273581,4917
140,2,No,MAy,No,Saturday,No,1,24.7025,28.59875,62.6667,8.08355,3.6135672776,5805
141,2,No,MAy,No,Sunday,No,1,24.770847,28.725,74.9583,9.916536,4.43296200268,4660
142,2,No,MAy,No,Monday,Yes,2,25.898347,29.5148,81.0,15.667414,7.00376128744,4274
143,2,No,MAy,No,Tuesday,Yes,2,27.06,30.24065,74.0833,13.875164000000002,6.2025766651800005,4492
144,2,No,MAy,No,Wednesday,Yes,1,27.094153000000002,30.7771,69.625,10.333611,4.6194059007599995,4978
145,2,No,MAy,No,Thursday,Yes,1,29.041653000000004,32.7344,67.75,13.376014000000001,5.979443004019999,4677
146,2,No,MAy,No,Friday,Yes,1,27.948347,31.8504,65.375,16.125493,7.208535091639999,4679
147,2,No,MAy,No,Saturday,No,1,26.889153000000004,30.61895,72.9583,15.416164000000002,6.89144568619,4758
148,2,No,MAy,No,Sunday,No,1,27.3675,30.7775,81.875,14.333846,6.407620026819999,4788
149,2,No,MAy,Yes,Monday,No,1,30.066653000000002,33.5546,68.5,8.792075,3.9302972731300003,4098
150,2,No,MAy,No,Tuesday,Yes,1,31.775,36.26915,63.6667,7.459042999999999,3.33439561913,3982
151,2,No,June,No,Wednesday,Yes,2,31.330847,36.04835,67.7083,13.875164000000002,6.2025766651800005,3974
152,2,No,June,No,Thursday,Yes,1,29.315,32.1971,30.5,19.583229,8.75423737148,4968
153,2,No,June,No,Friday,Yes,1,25.42,29.35665,35.4167,16.959107,7.58118328118,5312
154,2,No,June,No,Saturday,No,1,26.035,29.7348,45.625,8.250514,3.6882047384900005,5342
155,2,No,June,No,Sunday,No,2,26.581653000000003,30.8402,65.25,9.292364,4.15394009835,4906
156,2,No,June,No,Monday,Yes,1,27.811653000000003,31.0929,60.0,8.167032,3.65088600805,4548
157,2,No,June,No,Tuesday,Yes,1,29.0075,32.7975,59.7917,12.583136,5.6250049173,4833
158,2,No,June,No,Wednesday,Yes,1,31.809153000000002,36.36395,62.2083,9.166739,4.097782297719999,4401
159,2,No,June,No,Thursday,Yes,2,33.141653000000005,37.87895,56.8333,10.042161,4.4891198033099995,3915
160,2,No,June,No,Friday,Yes,1,30.955,35.1646,60.5,9.417117999999999,4.209708538219999,4586
161,2,No,June,No,Saturday,No,1,29.725,33.9019,65.4583,10.37495,4.63788556102,4966
162,2,No,June,No,Sunday,No,1,28.3925,32.16625,74.7917,10.958989,4.89896691998,4460
163,2,No,June,No,Monday,Yes,1,26.035,30.0827,49.4583,20.45845,9.14548502459,5020
164,2,No,June,No,Tuesday,Yes,1,24.770847,29.5773,50.7083,18.041960999999997,8.065248547160001,4891
165,2,No,June,No,Wednesday,Yes,1,25.693347,29.3877,47.1667,11.250103999999999,5.0291032633,5180
166,2,No,June,No,Thursday,Yes,2,25.761653,29.7673,68.8333,13.833557,6.18397720161,3767
167,2,No,June,No,Friday,Yes,1,26.615847,30.01915,73.5833,9.582942999999998,4.28383683505,4844
168,2,No,June,No,Saturday,No,1,28.563346999999997,32.1977,67.0417,8.000336,3.57636835047,5119
169,2,No,June,No,Sunday,No,2,28.665846999999996,32.2923,66.6667,6.834,3.0549843540499997,4744
170,2,No,June,No,Monday,Yes,2,26.035,29.7673,74.625,10.416825,4.656604827890001,4010
171,3,No,June,No,Tuesday,Yes,2,27.914153000000002,31.8823,77.0417,11.458675,5.12234018775,4835
172,3,No,June,No,Wednesday,Yes,1,30.066653000000002,34.69145,70.75,11.541554,5.15938936075,4507
173,3,No,June,No,Thursday,Yes,2,29.861653000000004,34.69165,70.3333,15.999868,7.1523772910100005,4790
174,3,No,June,No,Friday,Yes,1,29.690846999999998,32.82915,57.3333,14.875675,6.64983236477,4991
175,3,No,June,No,Saturday,No,1,28.495,32.16565,48.3333,14.041257,6.27682476531,5202
176,3,No,June,No,Sunday,No,1,27.88,31.88145,51.3333,6.3337311,2.83135051408,5305
177,3,No,June,No,Monday,Yes,2,27.9825,31.8502,65.8333,7.2083960000000005,3.22234957532,4708
178,3,No,June,No,Tuesday,Yes,1,30.510847,34.6279,63.4167,9.666961,4.32139517211,4648
179,3,No,June,No,Wednesday,Yes,1,29.861653000000004,32.7344,49.7917,17.542007,7.84175547608,5225
180,3,No,June,No,Thursday,Yes,1,28.563346999999997,31.8504,43.4167,12.415904,5.55024765311,5515
181,3,No,July,No,Friday,Yes,1,29.6225,32.6081,39.625,6.874736,3.07319445686,5362
182,3,No,July,No,Saturday,No,1,30.271653000000004,33.3654,44.4583,7.709153999999999,3.44620205633,5119
183,3,No,July,No,Sunday,No,2,29.383346999999997,33.42875,68.25,15.333485999999999,6.854486365669999,4649
184,3,No,July,Yes,Monday,No,2,29.793346999999997,33.27085,63.7917,5.4591064000000005,2.44036942333,6043
185,3,No,July,No,Tuesday,Yes,1,30.613346999999997,34.8169,59.0417,8.459286,3.7815315154199998,4665
186,3,No,July,No,Wednesday,Yes,1,29.52,34.28165,74.3333,10.042161,4.4891198033099995,4629
187,3,No,July,No,Thursday,Yes,1,30.75,34.34355,65.125,10.6664,4.768171658469999,4592
188,3,No,July,No,Friday,Yes,2,29.075846999999996,33.52415,75.7917,15.083642999999999,6.74279973178,4040
189,3,No,July,No,Saturday,No,1,30.066653000000002,33.2079,60.9167,11.250103999999999,5.0291032633,5336
190,3,No,July,No,Sunday,No,1,30.6475,34.50125,57.8333,12.292557,5.495108180599999,4881
191,3,No,July,No,Monday,Yes,1,31.2625,36.4902,63.5833,18.916579000000002,8.45622664283,4086
192,3,No,July,No,Tuesday,Yes,1,32.560846999999995,36.96375,55.9167,13.417017999999999,5.99777291015,4258
193,3,No,July,No,Wednesday,Yes,1,30.613346999999997,34.4702,63.1667,9.790911,4.37680420206,4342
194,3,No,July,No,Thursday,Yes,1,27.914153000000002,31.7552,47.625,16.124689,7.208175681719999,5084
195,3,No,July,No,Friday,Yes,1,27.196653,31.21855,59.125,12.249811,5.475999552969999,5538
196,3,No,July,No,Saturday,No,1,28.153346999999997,31.91315,58.5,13.958914000000002,6.24001519893,5923
197,3,No,July,No,Sunday,No,1,29.485846999999996,33.49165,60.4167,16.417210999999998,7.3389409924,5302
198,3,No,July,No,Monday,Yes,1,30.613346999999997,35.19625,65.125,14.458867999999999,6.46350827,4458
199,3,No,July,No,Tuesday,Yes,1,31.843346999999998,37.37395,65.0417,8.7502,3.91157800626,4541
200,3,No,July,No,Wednesday,Yes,1,31.501653000000005,37.3425,70.7083,7.625739,3.40891327671,4332
201,3,No,July,No,Thursday,Yes,2,33.415,41.31855,69.125,14.875407000000001,6.6497125614699995,3784
202,3,No,July,No,Friday,Yes,1,34.781653000000006,42.0448,58.0417,8.9177,3.9864550737599997,3387
203,3,No,July,No,Saturday,No,1,34.815847,40.21435,50.0,8.791807,3.9301774698300003,3285
204,3,No,July,No,Sunday,No,1,34.03,39.74145,55.0833,11.334457,5.06681135449,3606
205,3,No,July,No,Monday,Yes,1,30.476653000000002,36.0479,75.7083,6.0841560999999995,2.7197836835,3840
206,3,No,July,No,Tuesday,Yes,1,31.638346999999996,34.84895,54.0833,13.417285999999999,5.99789271346,4590
207,3,No,July,No,Wednesday,Yes,1,31.775,34.53335,40.2917,12.292021,5.49486857398,4656
208,3,No,July,No,Thursday,Yes,1,31.945846999999997,36.995,58.3333,11.958093,5.34559365221,4390
209,3,No,July,No,Friday,Yes,1,34.371653,39.29835,54.25,11.667246,5.2155771122,3846
210,3,No,July,No,Saturday,No,1,32.970847,36.42685,46.5833,11.291979,5.0478225301699995,4475
211,3,No,July,No,Sunday,No,1,33.039153000000006,36.4898,48.0833,11.042471,4.93628565042,4302
212,3,No,August,No,Monday,Yes,1,31.638346999999996,35.1646,55.0833,10.500039,4.69380375503,4266
213,3,No,August,No,Tuesday,Yes,1,32.116653,35.35355,49.125,13.79195,6.16537773804,4845
214,3,No,August,No,Wednesday,Yes,2,29.998346999999995,33.99685,65.75,9.084061,4.0608229772,3574
215,3,No,August,No,Thursday,Yes,2,29.11,33.2394,75.75,13.20905,5.90480554314,4576
216,3,No,August,No,Friday,Yes,1,29.144153000000003,32.82835,63.0833,12.374632,5.53179794367,4866
217,3,No,August,No,Saturday,No,2,29.383346999999997,33.8077,75.5,15.29275,6.836276262849999,4294
218,3,No,August,No,Sunday,No,1,30.4425,35.7646,75.2917,13.499629,6.034702279839999,3785
219,3,No,August,No,Monday,Yes,1,31.365,35.16415,59.2083,12.875725,5.75580017881,4326
220,3,No,August,No,Tuesday,Yes,1,31.775,36.20605,57.0417,10.125107,4.52619892713,4602
221,3,No,August,No,Wednesday,Yes,1,31.433346999999998,34.24915,42.4167,13.417285999999999,5.99789271346,4780
222,3,No,August,No,Thursday,Yes,1,29.4175,32.57605,42.375,11.041332,4.93577648637,4792
223,3,No,August,No,Friday,Yes,1,29.041653000000004,32.7021,41.5,8.416607,3.76245283862,4905
224,3,No,August,No,Saturday,No,2,28.119153000000004,32.2929,72.9583,14.167418,6.33322217255,4150
225,3,No,August,No,Sunday,No,2,27.743346999999996,31.2194,81.75,14.916410999999998,6.66804246759,3820
226,3,No,August,No,Monday,Yes,1,27.299153000000004,30.80835,71.2083,13.999918,6.25834510505,4338
227,3,No,August,No,Tuesday,Yes,1,28.734153000000003,32.29185,57.8333,15.834043,7.078248994189999,4725
228,3,No,August,No,Wednesday,Yes,1,29.656653000000002,33.33355,57.5417,9.625689,4.302945462669999,4694
229,3,No,August,No,Thursday,Yes,1,29.178347,33.1129,65.4583,15.624935999999998,6.984772463119999,3805
230,3,No,August,No,Friday,Yes,2,28.085,31.66105,72.2917,9.333636,4.17238980778,4153
231,3,No,August,No,Saturday,No,1,28.5975,32.4498,67.4167,6.999289,3.12887304426,5191
232,3,No,August,No,Sunday,No,1,29.144153000000003,33.77625,77.0,16.666518,7.45038801967,3873
233,3,No,August,No,Monday,Yes,1,28.358347,31.9127,47.0,18.54225,8.28889137237,4758
234,3,No,August,No,Tuesday,Yes,1,26.274153000000002,30.30335,45.5417,9.833121,4.39567322307,5895
235,3,No,August,No,Wednesday,Yes,1,27.606653,31.5346,60.5,16.958236,7.58079392043,5130
236,3,No,August,No,Thursday,Yes,2,28.050846999999997,32.2927,77.1667,14.125810999999999,6.314622708990001,3542
237,3,No,August,No,Friday,Yes,1,28.7,32.98665,76.125,5.6254875,2.5147463120299998,4661
238,3,No,August,No,Saturday,No,2,27.88,31.7778,85.0,25.166339,11.2500397854,1115
239,3,No,August,No,Sunday,No,1,28.989419,32.39795,56.1765,20.412153,9.124789003130001,4334
240,3,No,August,No,Monday,Yes,1,26.103347,30.3979,55.4583,10.708275,4.78689092535,4634
241,3,No,August,No,Tuesday,Yes,1,26.205847,29.7352,54.8333,8.375536,3.74409298167,5204
242,3,No,August,No,Wednesday,Yes,1,26.923346999999996,30.55605,59.7917,5.5833311,2.49590125168,5058
243,3,No,September,No,Thursday,Yes,1,26.855,30.74605,63.9167,9.500332,4.2469074653600005,5115
244,3,No,September,No,Friday,Yes,2,26.376653000000005,30.2404,72.7083,9.375243,4.19098927135,4727
